chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr2	3268852	3270805	genic|chr2:3268852-3270805	TRAPPC12	3383445	NEU	0.028210
chr2	3268852	3270805	genic|chr2:3268852-3270805	RNASEH1	3605961	NEU	0.014439
chr2	3268852	3270805	genic|chr2:3268852-3270805	RNASEH1-AS1	3605976	NEU	0.014439
chr2	3268852	3270805	genic|chr2:3268852-3270805	RPS7	3622852	NEU	0.019608
chr2	3268852	3270805	genic|chr2:3268852-3270805	COLEC11	3642421	NEU	0.013208
chr2	3306570	3308128	genic|chr2:3306570-3308128	COLEC11	3642421	NEU	0.013863
chr2	3644570	3645176	genic|chr2:3644570-3645176	COLEC11	3642421	NEU	0.026847
chr2	3658691	3659338	genic|chr2:3658691-3659338	COLEC11	3642421	NEU	0.022815
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	FAM110C	46588	NEU	0.012972
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	SH3YL1	264097	NEU	0.012181
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	ACP1	264868	NEU	0.012182
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	SNTG2	946553	NEU	0.012746
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	TPO	1417232	NEU	0.018802
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	PXDN	1748319	NEU	0.013436
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	MYT1L	2335085	NEU	0.019039
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	LINC01250	3129798	NEU	0.033469
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	TSSC1	3381703	NEU	0.019751
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	TRAPPC12	3383445	NEU	0.019752
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	RNASEH1	3605961	NEU	0.018937
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	RNASEH1-AS1	3605976	NEU	0.018937
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	RPS7	3622852	NEU	0.055543
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	COLEC11	3642421	NEU	0.031197
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	LINC01249	4703812	NEU	0.030661
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	LINC01248	5831250	NEU	0.015924
chr2	3698173	3700079	intergenic|chr2:3698173-3700079	SOX11	5832798	NEU	0.015919
chr2	3959231	3960493	intergenic|chr2:3959231-3960493	LINC01250	3129798	NEU	0.016340
chr2	3959231	3960493	intergenic|chr2:3959231-3960493	RPS7	3622852	NEU	0.013060
chr2	3959231	3960493	intergenic|chr2:3959231-3960493	COLEC11	3642421	NEU	0.027937
chr2	3959231	3960493	intergenic|chr2:3959231-3960493	LINC01249	4703812	NEU	0.015031
chr2	4948403	4949927	intergenic|chr2:4948403-4949927	RPS7	3622852	NEU	0.012780
chr2	5549651	5550673	intergenic|chr2:5549651-5550673	LINC01249	4703812	NEU	0.012290
chr2	5834374	5834874	genic|chr2:5834374-5834874	LINC01248	5831250	NEU	0.015346
chr2	5834374	5834874	genic|chr2:5834374-5834874	SOX11	5832798	NEU	0.015346
chr2	5836796	5837674	genic|chr2:5836796-5837674	LINC01248	5831250	NEU	0.061111
chr2	5836796	5837674	genic|chr2:5836796-5837674	SOX11	5832798	NEU	0.061109
chr2	5842945	5843808	intergenic|chr2:5842945-5843808	LINC01248	5831250	NEU	0.020960
chr2	5842945	5843808	intergenic|chr2:5842945-5843808	SOX11	5832798	NEU	0.020959
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	RPS7	3622852	NEU	0.019675
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	COLEC11	3642421	NEU	0.024593
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	LINC01249	4703812	NEU	0.017338
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	LINC01248	5831250	NEU	0.015961
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	SOX11	5832798	NEU	0.015960
chr2	5865721	5866688	intergenic|chr2:5865721-5866688	LINC01105	6072818	NEU	0.022018
chr2	6077804	6078985	genic|chr2:6077804-6078985	LINC01105	6072818	NEU	0.041869
chr2	6085413	6087295	genic|chr2:6085413-6087295	COLEC11	3642421	NEU	0.012446
chr2	6085413	6087295	genic|chr2:6085413-6087295	LINC01249	4703812	NEU	0.020161
chr2	6085413	6087295	genic|chr2:6085413-6087295	LINC01248	5831250	NEU	0.013015
chr2	6085413	6087295	genic|chr2:6085413-6087295	SOX11	5832798	NEU	0.013015
chr2	6085413	6087295	genic|chr2:6085413-6087295	LINC01105	6072818	NEU	0.175013
chr2	6085413	6087295	genic|chr2:6085413-6087295	LOC400940	6122109	NEU	0.024369
chr2	6085413	6087295	genic|chr2:6085413-6087295	RSAD2	7017795	NEU	0.029526
chr2	6085413	6087295	genic|chr2:6085413-6087295	RNF144A	7057522	NEU	0.016474
chr2	6085413	6087295	genic|chr2:6085413-6087295	RNF144A-AS1	7058813	NEU	0.016473
chr2	6085413	6087295	genic|chr2:6085413-6087295	NOL10	10830113	NEU	0.014375
chr2	6085413	6087295	genic|chr2:6085413-6087295	RN7SL832P	10830135	NEU	0.014375
chr2	6114480	6115176	genic|chr2:6114480-6115176	LOC400940	6122109	NEU	0.015494
chr2	6122913	6123579	genic|chr2:6122913-6123579	LOC400940	6122109	NEU	0.064377
chr2	6124001	6124501	genic|chr2:6124001-6124501	LOC400940	6122109	NEU	0.056863
chr2	6125282	6126384	genic|chr2:6125282-6126384	LINC01249	4703812	NEU	0.013886
chr2	6125282	6126384	genic|chr2:6125282-6126384	LOC400940	6122109	NEU	0.182974
chr2	6131339	6132180	intergenic|chr2:6131339-6132180	LOC400940	6122109	NEU	0.062660
chr2	6212669	6214963	intergenic|chr2:6212669-6214963	LINC01105	6072818	NEU	0.017193
chr2	6212669	6214963	intergenic|chr2:6212669-6214963	LINC00299	8468549	NEU	0.013126
chr2	6779874	6781018	intergenic|chr2:6779874-6781018	LINC01249	4703812	NEU	0.014945
chr2	6779874	6781018	intergenic|chr2:6779874-6781018	LINC01105	6072818	NEU	0.013671
chr2	7060467	7060967	genic|chr2:7060467-7060967	RNF144A	7057522	NEU	0.040973
chr2	7060467	7060967	genic|chr2:7060467-7060967	RNF144A-AS1	7058813	NEU	0.040971
chr2	7125903	7127467	genic|chr2:7125903-7127467	RSAD2	7017795	NEU	0.018136
chr2	7125903	7127467	genic|chr2:7125903-7127467	RNF144A	7057522	NEU	0.027716
chr2	7125903	7127467	genic|chr2:7125903-7127467	RNF144A-AS1	7058813	NEU	0.027715
chr2	8357232	8358853	genic|chr2:8357232-8358853	LINC00299	8468549	NEU	0.023969
chr2	8452528	8453732	genic|chr2:8452528-8453732	LINC00299	8468549	NEU	0.030180
chr2	8457452	8458035	genic|chr2:8457452-8458035	LINC00299	8468549	NEU	0.014743
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	LINC00299	8468549	NEU	0.019499
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	ID2-AS1	8821991	NEU	0.198408
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	ID2	8822112	NEU	0.198406
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	MBOAT2	9143879	NEU	0.021336
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	ASAP2	9346893	NEU	0.015377
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	CPSF3	9563665	NEU	0.014269
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	ITGB1BP1	9563698	NEU	0.014269
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	YWHAQ	9771184	NEU	0.012506
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	GRHL1	10091791	NEU	0.013025
chr2	8817933	8819823	intergenic|chr2:8817933-8819823	PQLC3	11295497	NEU	0.014296
chr2	8824553	8826496	genic|chr2:8824553-8826496	RNF144A	7057522	NEU	0.013141
chr2	8824553	8826496	genic|chr2:8824553-8826496	RNF144A-AS1	7058813	NEU	0.013145
chr2	8824553	8826496	genic|chr2:8824553-8826496	LINC00299	8468549	NEU	0.012274
chr2	8824553	8826496	genic|chr2:8824553-8826496	ID2-AS1	8821991	NEU	0.124895
chr2	8824553	8826496	genic|chr2:8824553-8826496	ID2	8822112	NEU	0.124894
chr2	8824553	8826496	genic|chr2:8824553-8826496	CPSF3	9563665	NEU	0.017353
chr2	8824553	8826496	genic|chr2:8824553-8826496	ITGB1BP1	9563698	NEU	0.017353
chr2	9133300	9133800	genic|chr2:9133300-9133800	MBOAT2	9143879	NEU	0.015285
chr2	9134721	9135221	genic|chr2:9134721-9135221	MBOAT2	9143879	NEU	0.023616
chr2	9331050	9332307	intergenic|chr2:9331050-9332307	ASAP2	9346893	NEU	0.012181
chr2	10188736	10189236	genic|chr2:10188736-10189236	LOC101929882	10183528	NEU	0.033991
chr2	10188736	10189236	genic|chr2:10188736-10189236	KLF11	10183681	NEU	0.033991
chr2	10197412	10198190	genic|chr2:10197412-10198190	LOC101929882	10183528	NEU	0.058310
chr2	10197412	10198190	genic|chr2:10197412-10198190	KLF11	10183681	NEU	0.058309
chr2	10260225	10261199	intergenic|chr2:10260225-10261199	GRHL1	10091791	NEU	0.015632
chr2	10260225	10261199	intergenic|chr2:10260225-10261199	RRM2	10262862	NEU	0.096232
chr2	10264588	10265088	genic|chr2:10264588-10265088	RRM2	10262862	NEU	0.013998
chr2	10572462	10573076	intergenic|chr2:10572462-10573076	ODC1	10588680	NEU	0.025406
chr2	10573876	10574586	intergenic|chr2:10573876-10574586	ODC1	10588680	NEU	0.048148
chr2	10574989	10575489	intergenic|chr2:10574989-10575489	ODC1	10588680	NEU	0.079330
chr2	10849399	10850048	intergenic|chr2:10849399-10850048	NOL10	10830113	NEU	0.022073
chr2	10849399	10850048	intergenic|chr2:10849399-10850048	RN7SL832P	10830135	NEU	0.022073
chr2	10972160	10973113	intergenic|chr2:10972160-10973113	PDIA6	10952965	NEU	0.014145
chr2	11308427	11308927	genic|chr2:11308427-11308927	PQLC3	11295497	NEU	0.022085
chr2	11531468	11532426	intergenic|chr2:11531468-11532426	ROCK2	11484711	NEU	0.014423
chr2	11613407	11614717	intergenic|chr2:11613407-11614717	E2F6	11606303	NEU	0.042541
chr2	11613407	11614717	intergenic|chr2:11613407-11614717	GREB1	11674241	NEU	0.013952
chr2	11617986	11618769	intergenic|chr2:11617986-11618769	E2F6	11606303	NEU	0.017034
chr2	11621974	11624273	intergenic|chr2:11621974-11624273	PDIA6	10952965	NEU	0.013522
chr2	11621974	11624273	intergenic|chr2:11621974-11624273	E2F6	11606303	NEU	0.014149
chr2	11621974	11624273	intergenic|chr2:11621974-11624273	GREB1	11674241	NEU	0.013261
chr2	11621974	11624273	intergenic|chr2:11621974-11624273	LPIN1	11864459	NEU	0.016090
chr2	11635716	11636759	intergenic|chr2:11635716-11636759	ROCK2	11484711	NEU	0.012090
chr2	11635716	11636759	intergenic|chr2:11635716-11636759	E2F6	11606303	NEU	0.020291
chr2	11635716	11636759	intergenic|chr2:11635716-11636759	LPIN1	11864459	NEU	0.016855
chr2	11638431	11639756	intergenic|chr2:11638431-11639756	E2F6	11606303	NEU	0.019988
chr2	11638431	11639756	intergenic|chr2:11638431-11639756	LPIN1	11864459	NEU	0.016604
chr2	11655198	11656448	intergenic|chr2:11655198-11656448	GREB1	11674241	NEU	0.019167
chr2	11672503	11673003	intergenic|chr2:11672503-11673003	GREB1	11674241	NEU	0.027595
chr2	11679800	11680447	genic|chr2:11679800-11680447	GREB1	11674241	NEU	0.081627
chr2	11682439	11682939	genic|chr2:11682439-11682939	GREB1	11674241	NEU	0.045198
chr2	11722616	11723649	genic|chr2:11722616-11723649	GREB1	11674241	NEU	0.013642
chr2	11852945	11853445	intergenic|chr2:11852945-11853445	LPIN1	11864459	NEU	0.033008
chr2	11878524	11879024	genic|chr2:11878524-11879024	LPIN1	11864459	NEU	0.024492
chr2	11883960	11885644	genic|chr2:11883960-11885644	E2F6	11606303	NEU	0.012695
chr2	11883960	11885644	genic|chr2:11883960-11885644	LPIN1	11864459	NEU	0.014050
chr2	11883960	11885644	genic|chr2:11883960-11885644	LOC100506474	13147138	NEU	0.012634
chr2	11886227	11887601	genic|chr2:11886227-11887601	E2F6	11606303	NEU	0.012289
chr2	11886227	11887601	genic|chr2:11886227-11887601	LPIN1	11864459	NEU	0.013600
chr2	11886227	11887601	genic|chr2:11886227-11887601	LOC100506474	13147138	NEU	0.012239
chr2	11969125	11970973	intergenic|chr2:11969125-11970973	E2F6	11606303	NEU	0.012668
chr2	11969125	11970973	intergenic|chr2:11969125-11970973	LPIN1	11864459	NEU	0.014406
chr2	11969125	11970973	intergenic|chr2:11969125-11970973	TRIB2	12856997	NEU	0.023158
chr2	11969125	11970973	intergenic|chr2:11969125-11970973	LOC100506474	13147138	NEU	0.034637
chr2	12003387	12004495	intergenic|chr2:12003387-12004495	LOC100506474	13147138	NEU	0.020785
chr2	12858891	12859718	genic|chr2:12858891-12859718	TRIB2	12856997	NEU	0.073238
chr2	12858891	12859718	genic|chr2:12858891-12859718	LOC100506474	13147138	NEU	0.023046
chr2	12862191	12862691	genic|chr2:12862191-12862691	TRIB2	12856997	NEU	0.019483
chr2	15709613	15710781	intergenic|chr2:15709613-15710781	NBAS	15701472	NEU	0.025423
chr2	15717048	15717650	intergenic|chr2:15717048-15717650	NBAS	15701472	NEU	0.028846
chr2	16083189	16084139	genic|chr2:16083189-16084139	MYCN	16080559	NEU	0.124652
chr2	16083189	16084139	genic|chr2:16083189-16084139	MYCNOS	16081845	NEU	0.124651
chr2	16098150	16098757	intergenic|chr2:16098150-16098757	MYCN	16080559	NEU	0.032305
chr2	16098150	16098757	intergenic|chr2:16098150-16098757	MYCNOS	16081845	NEU	0.032305
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	NBAS	15701472	NEU	0.026491
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	MYCN	16080559	NEU	0.013207
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	MYCNOS	16081845	NEU	0.013207
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	FAM49A	16847134	NEU	0.013939
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	RAD51AP2	17699706	NEU	0.017195
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	SMC6	17935096	NEU	0.012263
chr2	16347538	16350618	intergenic|chr2:16347538-16350618	GEN1	17935124	NEU	0.012263
chr2	16404283	16405887	intergenic|chr2:16404283-16405887	RAD51AP2	17699706	NEU	0.012395
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	TRIB2	12856997	NEU	0.012196
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	NBAS	15701472	NEU	0.020910
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	MYCN	16080559	NEU	0.012228
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	MYCNOS	16081845	NEU	0.012228
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	FAM49A	16847134	NEU	0.018047
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	RAD51AP2	17699706	NEU	0.024891
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	SMC6	17935096	NEU	0.017444
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	GEN1	17935124	NEU	0.017444
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	KCNS3	18059923	NEU	0.013235
chr2	16510797	16512659	intergenic|chr2:16510797-16512659	NT5C1B	18770846	NEU	0.013664
chr2	16789582	16790739	genic|chr2:16789582-16790739	FAM49A	16847134	NEU	0.025862
chr2	16789582	16790739	genic|chr2:16789582-16790739	RAD51AP2	17699706	NEU	0.013283
chr2	16837430	16838072	genic|chr2:16837430-16838072	FAM49A	16847134	NEU	0.056016
chr2	16845398	16845898	genic|chr2:16845398-16845898	FAM49A	16847134	NEU	0.058623
chr2	17719159	17719659	intergenic|chr2:17719159-17719659	VSNL1	17721806	NEU	0.041421
chr2	17738625	17739349	genic|chr2:17738625-17739349	VSNL1	17721806	NEU	0.034541
chr2	19228663	19229293	intergenic|chr2:19228663-19229293	LINC01376	19226726	NEU	0.084533
chr2	19547127	19548396	intergenic|chr2:19547127-19548396	RDH14	18741959	NEU	0.014742
chr2	19547127	19548396	intergenic|chr2:19547127-19548396	OSR1	19558372	NEU	0.136481
chr2	19547127	19548396	intergenic|chr2:19547127-19548396	LINC00954	20068614	NEU	0.021832
chr2	19549800	19551201	intergenic|chr2:19549800-19551201	NT5C1B	18770846	NEU	0.019111
chr2	19549800	19551201	intergenic|chr2:19549800-19551201	OSR1	19558372	NEU	0.104097
chr2	19551229	19552007	genic|chr2:19551229-19552007	OSR1	19558372	NEU	0.040086
chr2	19555908	19556973	genic|chr2:19555908-19556973	OSR1	19558372	NEU	0.062777
chr2	19560796	19561761	intergenic|chr2:19560796-19561761	OSR1	19558372	NEU	0.015264
chr2	19562506	19563507	intergenic|chr2:19562506-19563507	OSR1	19558372	NEU	0.012879
chr2	20062731	20063736	intergenic|chr2:20062731-20063736	LINC00954	20068614	NEU	0.128885
chr2	20215194	20215694	intergenic|chr2:20215194-20215694	MATN3	20212455	NEU	0.061771
chr2	20249119	20249619	genic|chr2:20249119-20249619	LAPTM4A	20251789	NEU	0.036073
chr2	20280021	20281399	intergenic|chr2:20280021-20281399	MATN3	20212455	NEU	0.019072
chr2	20412094	20412594	genic|chr2:20412094-20412594	SDC1	20424927	NEU	0.033924
chr2	20413549	20414049	genic|chr2:20413549-20414049	SDC1	20424927	NEU	0.026673
chr2	20551764	20552264	intergenic|chr2:20551764-20552264	PUM2	20550611	NEU	0.023838
chr2	20642921	20643681	intergenic|chr2:20642921-20643681	RHOB	20646831	NEU	0.017282
chr2	20650031	20650531	intergenic|chr2:20650031-20650531	RHOB	20646831	NEU	0.014541
chr2	20784014	20785000	intergenic|chr2:20784014-20785000	SMC6	17935096	NEU	0.012192
chr2	20784014	20785000	intergenic|chr2:20784014-20785000	GEN1	17935124	NEU	0.012192
chr2	20784014	20785000	intergenic|chr2:20784014-20785000	MATN3	20212455	NEU	0.013309
chr2	20784014	20785000	intergenic|chr2:20784014-20785000	RHOB	20646831	NEU	0.016899
chr2	20814012	20814814	intergenic|chr2:20814012-20814814	RHOB	20646831	NEU	0.012482
chr2	20870865	20872839	genic|chr2:20870865-20872839	LDAH	21022890	NEU	0.012921
chr2	23598283	23598783	intergenic|chr2:23598283-23598783	KLHL29	23608297	NEU	0.031444
chr2	23617698	23618198	genic|chr2:23617698-23618198	KLHL29	23608297	NEU	0.019098
chr2	24238828	24239328	genic|chr2:24238828-24239328	MFSD2B	24232956	NEU	0.071381
chr2	24283690	24284190	genic|chr2:24283690-24284190	SF3B6	24299314	NEU	0.027539
chr2	24283690	24284190	genic|chr2:24283690-24284190	FAM228B	24299743	NEU	0.027532
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	UBXN2A	24163375	NEU	0.019865
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	MFSD2B	24232956	NEU	0.013862
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	WDCP	24270296	NEU	0.012281
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	FKBP1B	24272570	NEU	0.012278
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	NCOA1	24807345	NEU	0.030219
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	CENPO	25015983	NEU	0.017776
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	PTRHD1	25016251	NEU	0.017776
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	POMC	25391720	NEU	0.019277
chr2	24712735	24715599	intergenic|chr2:24712735-24715599	DNMT3A	25565459	NEU	0.012229
chr2	25149330	25150230	intergenic|chr2:25149330-25150230	ADCY3	25142886	NEU	0.077417
chr2	25198264	25198764	genic|chr2:25198264-25198764	DNAJC27	25194963	NEU	0.021626
chr2	25198264	25198764	genic|chr2:25198264-25198764	DNAJC27-AS1	25194980	NEU	0.021626
chr2	25207635	25208135	genic|chr2:25207635-25208135	DNAJC27	25194963	NEU	0.015480
chr2	25207635	25208135	genic|chr2:25207635-25208135	DNAJC27-AS1	25194980	NEU	0.015480
chr2	25254785	25255285	genic|chr2:25254785-25255285	EFR3B	25264972	NEU	0.013238
chr2	25311846	25313356	genic|chr2:25311846-25313356	DNAJC27	25194963	NEU	0.014042
chr2	25311846	25313356	genic|chr2:25311846-25313356	DNAJC27-AS1	25194980	NEU	0.014042
chr2	25354063	25355804	genic|chr2:25354063-25355804	NCOA1	24807345	NEU	0.020489
chr2	25354063	25355804	genic|chr2:25354063-25355804	DNAJC27	25194963	NEU	0.018271
chr2	25354063	25355804	genic|chr2:25354063-25355804	DNAJC27-AS1	25194980	NEU	0.018271
chr2	25354063	25355804	genic|chr2:25354063-25355804	EFR3B	25264972	NEU	0.017324
chr2	25382635	25383260	intergenic|chr2:25382635-25383260	POMC	25391720	NEU	0.026145
chr2	25388865	25389365	genic|chr2:25388865-25389365	POMC	25391720	NEU	0.019457
chr2	25399821	25400495	intergenic|chr2:25399821-25400495	POMC	25391720	NEU	0.062383
chr2	25400787	25401408	intergenic|chr2:25400787-25401408	POMC	25391720	NEU	0.049096
chr2	25473613	25476082	genic|chr2:25473613-25476082	KLHL29	23608297	NEU	0.012098
chr2	25473613	25476082	genic|chr2:25473613-25476082	UBXN2A	24163375	NEU	0.013956
chr2	25473613	25476082	genic|chr2:25473613-25476082	MFSD2B	24232956	NEU	0.018860
chr2	25473613	25476082	genic|chr2:25473613-25476082	WDCP	24270296	NEU	0.017158
chr2	25473613	25476082	genic|chr2:25473613-25476082	FKBP1B	24272570	NEU	0.017183
chr2	25473613	25476082	genic|chr2:25473613-25476082	SF3B6	24299314	NEU	0.013987
chr2	25473613	25476082	genic|chr2:25473613-25476082	FAM228B	24299743	NEU	0.013988
chr2	25473613	25476082	genic|chr2:25473613-25476082	TP53I3	24308085	NEU	0.014963
chr2	25473613	25476082	genic|chr2:25473613-25476082	NCOA1	24807345	NEU	0.025669
chr2	25473613	25476082	genic|chr2:25473613-25476082	CENPO	25015983	NEU	0.016829
chr2	25473613	25476082	genic|chr2:25473613-25476082	PTRHD1	25016251	NEU	0.016829
chr2	25473613	25476082	genic|chr2:25473613-25476082	ADCY3	25142886	NEU	0.017746
chr2	25473613	25476082	genic|chr2:25473613-25476082	DNAJC27	25194963	NEU	0.031457
chr2	25473613	25476082	genic|chr2:25473613-25476082	DNAJC27-AS1	25194980	NEU	0.031457
chr2	25473613	25476082	genic|chr2:25473613-25476082	EFR3B	25264972	NEU	0.012586
chr2	25473613	25476082	genic|chr2:25473613-25476082	POMC	25391720	NEU	0.018066
chr2	25473613	25476082	genic|chr2:25473613-25476082	DNMT3A	25565459	NEU	0.034574
chr2	25473613	25476082	genic|chr2:25473613-25476082	DTNB	25896516	NEU	0.034503
chr2	25473613	25476082	genic|chr2:25473613-25476082	ASXL2	26101385	NEU	0.017893
chr2	25473613	25476082	genic|chr2:25473613-25476082	KIF3C	26205443	NEU	0.018069
chr2	25473613	25476082	genic|chr2:25473613-25476082	RAB10	26256728	NEU	0.017827
chr2	25473613	25476082	genic|chr2:25473613-25476082	HADHA	26467594	NEU	0.016133
chr2	25473613	25476082	genic|chr2:25473613-25476082	HADHB	26467615	NEU	0.016133
chr2	25473613	25476082	genic|chr2:25473613-25476082	DRC1	26624779	NEU	0.018199
chr2	25473613	25476082	genic|chr2:25473613-25476082	OTOF	26700910	NEU	0.016913
chr2	25473613	25476082	genic|chr2:25473613-25476082	KCNK3	26915580	NEU	0.013884
chr2	25473613	25476082	genic|chr2:25473613-25476082	CENPA	27008881	NEU	0.012317
chr2	25499614	25501211	genic|chr2:25499614-25501211	DNMT3A	25565459	NEU	0.016099
chr2	25562519	25563019	genic|chr2:25562519-25563019	DNMT3A	25565459	NEU	0.047845
chr2	25887304	25888360	genic|chr2:25887304-25888360	DTNB	25896516	NEU	0.024070
chr2	25894926	25895426	genic|chr2:25894926-25895426	DTNB	25896516	NEU	0.018538
chr2	26199759	26200259	genic|chr2:26199759-26200259	KIF3C	26205443	NEU	0.018152
chr2	26214320	26214820	intergenic|chr2:26214320-26214820	KIF3C	26205443	NEU	0.015582
chr2	26234655	26236055	intergenic|chr2:26234655-26236055	ASXL2	26101385	NEU	0.014835
chr2	26520976	26524016	intergenic|chr2:26520976-26524016	DTNB	25896516	NEU	0.014548
chr2	26520976	26524016	intergenic|chr2:26520976-26524016	HADHA	26467594	NEU	0.013816
chr2	26520976	26524016	intergenic|chr2:26520976-26524016	HADHB	26467615	NEU	0.013816
chr2	26552825	26553325	genic|chr2:26552825-26553325	SELENOI	26568953	NEU	0.012690
chr2	26552825	26553325	genic|chr2:26552825-26553325	ADGRF3	26569685	NEU	0.012690
chr2	26562454	26562954	genic|chr2:26562454-26562954	SELENOI	26568953	NEU	0.054308
chr2	26562454	26562954	genic|chr2:26562454-26562954	ADGRF3	26569685	NEU	0.054308
chr2	26563283	26563783	genic|chr2:26563283-26563783	SELENOI	26568953	NEU	0.026447
chr2	26563283	26563783	genic|chr2:26563283-26563783	ADGRF3	26569685	NEU	0.026447
chr2	26620425	26620925	intergenic|chr2:26620425-26620925	DRC1	26624779	NEU	0.027624
chr2	26718598	26719269	intergenic|chr2:26718598-26719269	OTOF	26700910	NEU	0.045709
chr2	26909204	26909854	intergenic|chr2:26909204-26909854	KCNK3	26915580	NEU	0.037200
chr2	26910539	26911039	intergenic|chr2:26910539-26911039	KCNK3	26915580	NEU	0.030080
