chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr7	1491804	1492627	genic|chr7:1491804-1492627	MICALL2	1499109	NEU	0.055430
chr7	1500024	1500888	intergenic|chr7:1500024-1500888	MICALL2	1499109	NEU	0.020769
chr7	1506222	1506825	intergenic|chr7:1506222-1506825	MICALL2	1499109	NEU	0.017924
chr7	1571021	1571650	genic|chr7:1571021-1571650	MAFK	1570367	NEU	0.020654
chr7	1576241	1577247	genic|chr7:1576241-1577247	GET4	916190	NEU	0.024597
chr7	1576241	1577247	genic|chr7:1576241-1577247	MAFK	1570367	NEU	0.075775
chr7	1576241	1577247	genic|chr7:1576241-1577247	PSMG3	1609629	NEU	0.022941
chr7	1576241	1577247	genic|chr7:1576241-1577247	PSMG3-AS1	1609708	NEU	0.022941
chr7	1576241	1577247	genic|chr7:1576241-1577247	TFAMP1	1654105	NEU	0.012400
chr7	1576241	1577247	genic|chr7:1576241-1577247	MAD1L1	2272583	NEU	0.016268
chr7	1577538	1578038	genic|chr7:1577538-1578038	MAFK	1570367	NEU	0.035672
chr7	1594829	1595422	genic|chr7:1594829-1595422	PSMG3	1609629	NEU	0.031931
chr7	1594829	1595422	genic|chr7:1594829-1595422	PSMG3-AS1	1609708	NEU	0.031931
chr7	1602120	1602620	intergenic|chr7:1602120-1602620	PSMG3	1609629	NEU	0.013089
chr7	1602120	1602620	intergenic|chr7:1602120-1602620	PSMG3-AS1	1609708	NEU	0.013089
chr7	1607550	1608050	genic|chr7:1607550-1608050	PSMG3	1609629	NEU	0.015297
chr7	1607550	1608050	genic|chr7:1607550-1608050	PSMG3-AS1	1609708	NEU	0.015297
chr7	1619059	1619863	genic|chr7:1619059-1619863	PSMG3	1609629	NEU	0.038470
chr7	1619059	1619863	genic|chr7:1619059-1619863	PSMG3-AS1	1609708	NEU	0.038470
chr7	1651189	1651812	intergenic|chr7:1651189-1651812	TFAMP1	1654105	NEU	0.050733
chr7	1703380	1705837	intergenic|chr7:1703380-1705837	GPR146	1094910	NEU	0.013389
chr7	1703380	1705837	intergenic|chr7:1703380-1705837	MAD1L1	2272583	NEU	0.015883
chr7	1703380	1705837	intergenic|chr7:1703380-1705837	SNX8	2354110	NEU	0.013952
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	DNAAF5	766337	NEU	0.014420
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	PRKAR1B	767313	NEU	0.014418
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	SUN1	856251	NEU	0.013404
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	GET4	916190	NEU	0.013606
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	ADAP1	994319	NEU	0.012826
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	COX19	1015235	NEU	0.013037
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	GPR146	1094910	NEU	0.023375
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	TFAMP1	1654105	NEU	0.012757
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	ELFN1	1748797	NEU	0.012241
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	MAD1L1	2272583	NEU	0.027728
chr7	1708533	1710713	intergenic|chr7:1708533-1710713	SNX8	2354110	NEU	0.024358
chr7	1733099	1733599	intergenic|chr7:1733099-1733599	ELFN1	1748797	NEU	0.023945
chr7	1733705	1734710	intergenic|chr7:1733705-1734710	ELFN1	1748797	NEU	0.068921
chr7	1742972	1743797	intergenic|chr7:1742972-1743797	ELFN1	1748797	NEU	0.017506
chr7	1752989	1753823	genic|chr7:1752989-1753823	ELFN1	1748797	NEU	0.022119
chr7	1755895	1756395	genic|chr7:1755895-1756395	ELFN1	1748797	NEU	0.016035
chr7	2147666	2149105	genic|chr7:2147666-2149105	MAD1L1	2272583	NEU	0.015274
chr7	2147666	2149105	genic|chr7:2147666-2149105	SNX8	2354110	NEU	0.013449
chr7	2286720	2287366	genic|chr7:2286720-2287366	MAD1L1	2272583	NEU	0.024963
chr7	2286720	2287366	genic|chr7:2286720-2287366	MRM2	2281833	NEU	0.028785
chr7	2286720	2287366	genic|chr7:2286720-2287366	NUDT1	2281856	NEU	0.028785
chr7	2340470	2341182	genic|chr7:2340470-2341182	SNX8	2354110	NEU	0.023587
chr7	2349343	2350094	genic|chr7:2349343-2350094	MRM2	2281833	NEU	0.012354
chr7	2349343	2350094	genic|chr7:2349343-2350094	NUDT1	2281856	NEU	0.012354
chr7	2349343	2350094	genic|chr7:2349343-2350094	SNX8	2354110	NEU	0.081708
chr7	2360709	2361664	intergenic|chr7:2360709-2361664	SNX8	2354110	NEU	0.017084
chr7	2387563	2388063	intergenic|chr7:2387563-2388063	EIF3B	2394473	NEU	0.027374
chr7	2395033	2395533	genic|chr7:2395033-2395533	EIF3B	2394473	NEU	0.037710
chr7	2429992	2430633	intergenic|chr7:2429992-2430633	CHST12	2443194	NEU	0.047531
chr7	2449664	2450164	genic|chr7:2449664-2450164	CHST12	2443194	NEU	0.015827
chr7	2534232	2535980	intergenic|chr7:2534232-2535980	MAFK	1570367	NEU	0.016604
chr7	2534232	2535980	intergenic|chr7:2534232-2535980	BRAT1	2595392	NEU	0.015042
chr7	2534232	2535980	intergenic|chr7:2534232-2535980	IQCE	2598605	NEU	0.015044
chr7	2534232	2535980	intergenic|chr7:2534232-2535980	AMZ1	2727835	NEU	0.016094
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	MAFK	1570367	NEU	0.024740
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	TFAMP1	1654105	NEU	0.012580
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	ELFN1	1748797	NEU	0.012072
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	LFNG	2559478	NEU	0.013328
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	BRAT1	2595392	NEU	0.022413
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	IQCE	2598605	NEU	0.022416
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	AMZ1	2727835	NEU	0.023980
chr7	2539241	2540481	intergenic|chr7:2539241-2540481	SDK1	3341079	NEU	0.012393
chr7	2547933	2549279	intergenic|chr7:2547933-2549279	LFNG	2559478	NEU	0.068227
chr7	2556678	2557461	intergenic|chr7:2556678-2557461	LFNG	2559478	NEU	0.040644
chr7	2562371	2564803	genic|chr7:2562371-2564803	DNAAF5	766337	NEU	0.013876
chr7	2562371	2564803	genic|chr7:2562371-2564803	PRKAR1B	767313	NEU	0.013880
chr7	2562371	2564803	genic|chr7:2562371-2564803	SUN1	856251	NEU	0.013487
chr7	2562371	2564803	genic|chr7:2562371-2564803	GET4	916190	NEU	0.014122
chr7	2562371	2564803	genic|chr7:2562371-2564803	ADAP1	994319	NEU	0.013888
chr7	2562371	2564803	genic|chr7:2562371-2564803	COX19	1015235	NEU	0.014282
chr7	2562371	2564803	genic|chr7:2562371-2564803	GPER1	1126442	NEU	0.013867
chr7	2562371	2564803	genic|chr7:2562371-2564803	ZFAND2A	1199855	NEU	0.012793
chr7	2562371	2564803	genic|chr7:2562371-2564803	LOC101927021	1200009	NEU	0.014209
chr7	2562371	2564803	genic|chr7:2562371-2564803	MICALL2	1499109	NEU	0.013748
chr7	2562371	2564803	genic|chr7:2562371-2564803	MAFK	1570367	NEU	0.017590
chr7	2562371	2564803	genic|chr7:2562371-2564803	PSMG3	1609629	NEU	0.016510
chr7	2562371	2564803	genic|chr7:2562371-2564803	PSMG3-AS1	1609708	NEU	0.016510
chr7	2562371	2564803	genic|chr7:2562371-2564803	TFAMP1	1654105	NEU	0.020443
chr7	2562371	2564803	genic|chr7:2562371-2564803	ELFN1	1748797	NEU	0.019617
chr7	2562371	2564803	genic|chr7:2562371-2564803	MAD1L1	2272583	NEU	0.036329
chr7	2562371	2564803	genic|chr7:2562371-2564803	MRM2	2281833	NEU	0.017614
chr7	2562371	2564803	genic|chr7:2562371-2564803	NUDT1	2281856	NEU	0.017614
chr7	2562371	2564803	genic|chr7:2562371-2564803	SNX8	2354110	NEU	0.031851
chr7	2562371	2564803	genic|chr7:2562371-2564803	CHST12	2443194	NEU	0.014474
chr7	2562371	2564803	genic|chr7:2562371-2564803	LFNG	2559478	NEU	0.265987
chr7	2562371	2564803	genic|chr7:2562371-2564803	BRAT1	2595392	NEU	0.031895
chr7	2562371	2564803	genic|chr7:2562371-2564803	IQCE	2598605	NEU	0.031900
chr7	2562371	2564803	genic|chr7:2562371-2564803	AMZ1	2727835	NEU	0.017242
chr7	2562371	2564803	genic|chr7:2562371-2564803	GNA12	2883959	NEU	0.019301
chr7	2562371	2564803	genic|chr7:2562371-2564803	SDK1	3341079	NEU	0.020139
chr7	2562371	2564803	genic|chr7:2562371-2564803	ZDHHC4	6617064	NEU	0.031008
chr7	2569564	2571065	intergenic|chr7:2569564-2571065	BRAT1	2595392	NEU	0.034896
chr7	2569564	2571065	intergenic|chr7:2569564-2571065	IQCE	2598605	NEU	0.034902
chr7	2606464	2607849	genic|chr7:2606464-2607849	BRAT1	2595392	NEU	0.051494
chr7	2606464	2607849	genic|chr7:2606464-2607849	IQCE	2598605	NEU	0.051502
chr7	2608416	2609157	genic|chr7:2608416-2609157	BRAT1	2595392	NEU	0.026518
chr7	2608416	2609157	genic|chr7:2608416-2609157	IQCE	2598605	NEU	0.026522
chr7	2656376	2657384	intergenic|chr7:2656376-2657384	BRAT1	2595392	NEU	0.012383
chr7	2656376	2657384	intergenic|chr7:2656376-2657384	IQCE	2598605	NEU	0.012385
chr7	2660743	2661243	intergenic|chr7:2660743-2661243	TTYH3	2671602	NEU	0.026957
chr7	2661647	2662238	intergenic|chr7:2661647-2662238	TTYH3	2671602	NEU	0.046691
chr7	2672642	2673379	genic|chr7:2672642-2673379	TTYH3	2671602	NEU	0.070295
chr7	2680032	2681928	genic|chr7:2680032-2681928	CHST12	2443194	NEU	0.015544
chr7	2680032	2681928	genic|chr7:2680032-2681928	TTYH3	2671602	NEU	0.142376
chr7	2680032	2681928	genic|chr7:2680032-2681928	AMZ1	2727835	NEU	0.023600
chr7	2680032	2681928	genic|chr7:2680032-2681928	GNA12	2883959	NEU	0.019549
chr7	2680032	2681928	genic|chr7:2680032-2681928	RNF216P1	5013615	NEU	0.020744
chr7	2710321	2711269	intergenic|chr7:2710321-2711269	AMZ1	2727835	NEU	0.029958
chr7	2719879	2720379	intergenic|chr7:2719879-2720379	AMZ1	2727835	NEU	0.026534
chr7	2720450	2720950	intergenic|chr7:2720450-2720950	AMZ1	2727835	NEU	0.046671
chr7	2729300	2729919	genic|chr7:2729300-2729919	AMZ1	2727835	NEU	0.028144
chr7	2897019	2897617	intergenic|chr7:2897019-2897617	GNA12	2883959	NEU	0.014609
chr7	3341816	3342316	genic|chr7:3341816-3342316	SDK1	3341079	NEU	0.021934
chr7	4671185	4671996	intergenic|chr7:4671185-4671996	FOXK1	4721929	NEU	0.017896
chr7	4680880	4682352	intergenic|chr7:4680880-4682352	FOXK1	4721929	NEU	0.029550
chr7	4689580	4691167	intergenic|chr7:4689580-4691167	MICALL2	1499109	NEU	0.012576
chr7	4689580	4691167	intergenic|chr7:4689580-4691167	SDK1	3341079	NEU	0.022752
chr7	4745774	4748247	genic|chr7:4745774-4748247	FOXK1	4721929	NEU	0.020246
chr7	4745774	4748247	genic|chr7:4745774-4748247	MMD2	4998844	NEU	0.017972
chr7	4745774	4748247	genic|chr7:4745774-4748247	GLCCI1	8008373	NEU	0.015824
chr7	4745774	4748247	genic|chr7:4745774-4748247	LOC100505921	8008383	NEU	0.015824
chr7	4764522	4765869	genic|chr7:4764522-4765869	RBAK	5085552	NEU	0.012704
chr7	4764522	4765869	genic|chr7:4764522-4765869	SLC29A4	5322560	NEU	0.012874
chr7	4778357	4779349	genic|chr7:4778357-4779349	FOXK1	4721929	NEU	0.012034
chr7	4783866	4785084	genic|chr7:4783866-4785084	FOXK1	4721929	NEU	0.032477
chr7	4783866	4785084	genic|chr7:4783866-4785084	WIPI2	5229834	NEU	0.024271
chr7	4783866	4785084	genic|chr7:4783866-4785084	CYTH3	6312242	NEU	0.016024
chr7	4831522	4832862	genic|chr7:4831522-4832862	PAPOLB	4901625	NEU	0.016608
chr7	4831522	4832862	genic|chr7:4831522-4832862	RNF216P1	5013615	NEU	0.017753
chr7	4831522	4832862	genic|chr7:4831522-4832862	WIPI2	5229834	NEU	0.030194
chr7	4831522	4832862	genic|chr7:4831522-4832862	SLC29A4	5322560	NEU	0.019005
chr7	4837657	4838536	intergenic|chr7:4837657-4838536	WIPI2	5229834	NEU	0.012514
chr7	4991647	4992337	genic|chr7:4991647-4992337	MMD2	4998844	NEU	0.056236
chr7	5213884	5214547	intergenic|chr7:5213884-5214547	WIPI2	5229834	NEU	0.012576
chr7	5279511	5280686	intergenic|chr7:5279511-5280686	ZNF815P	5862790	NEU	0.023132
chr7	5310282	5310782	intergenic|chr7:5310282-5310782	SLC29A4	5322560	NEU	0.016717
chr7	5324299	5325013	genic|chr7:5324299-5325013	SLC29A4	5322560	NEU	0.035698
chr7	5335458	5336801	genic|chr7:5335458-5336801	SLC29A4	5322560	NEU	0.043407
chr7	5457882	5459839	genic|chr7:5457882-5459839	GPER1	1126442	NEU	0.020631
chr7	5457882	5459839	genic|chr7:5457882-5459839	PAPOLB	4901625	NEU	0.014282
chr7	5457882	5459839	genic|chr7:5457882-5459839	WIPI2	5229834	NEU	0.043921
chr7	5457882	5459839	genic|chr7:5457882-5459839	SLC29A4	5322560	NEU	0.013287
chr7	5457882	5459839	genic|chr7:5457882-5459839	TNRC18	5463177	NEU	0.175323
chr7	5457882	5459839	genic|chr7:5457882-5459839	ACTB	5570232	NEU	0.021763
chr7	5457882	5459839	genic|chr7:5457882-5459839	RNF216	5821361	NEU	0.012697
chr7	5457882	5459839	genic|chr7:5457882-5459839	ZNF815P	5862790	NEU	0.013863
chr7	5457882	5459839	genic|chr7:5457882-5459839	CCZ1	5938340	NEU	0.015058
chr7	5457882	5459839	genic|chr7:5457882-5459839	ANKRD61	6071006	NEU	0.015341
chr7	5457882	5459839	genic|chr7:5457882-5459839	EIF2AK1	6098860	NEU	0.013647
chr7	5457882	5459839	genic|chr7:5457882-5459839	CYTH3	6312242	NEU	0.012712
chr7	5457882	5459839	genic|chr7:5457882-5459839	DAGLB	6487643	NEU	0.014588
chr7	5457882	5459839	genic|chr7:5457882-5459839	GRID2IP	6591067	NEU	0.014651
chr7	5457882	5459839	genic|chr7:5457882-5459839	ZNF853	6655526	NEU	0.013597
chr7	5457882	5459839	genic|chr7:5457882-5459839	ZNF316	6676952	NEU	0.012778
chr7	5457882	5459839	genic|chr7:5457882-5459839	ZNF12	6746566	NEU	0.013142
chr7	5457882	5459839	genic|chr7:5457882-5459839	GLCCI1	8008373	NEU	0.029278
chr7	5457882	5459839	genic|chr7:5457882-5459839	LOC100505921	8008383	NEU	0.029278
chr7	5465065	5465565	intergenic|chr7:5465065-5465565	MMD2	4998844	NEU	0.012958
chr7	5465065	5465565	intergenic|chr7:5465065-5465565	TNRC18	5463177	NEU	0.088650
chr7	5465065	5465565	intergenic|chr7:5465065-5465565	ZNF12	6746566	NEU	0.016006
chr7	5465065	5465565	intergenic|chr7:5465065-5465565	PMS2CL	6774935	NEU	0.022798
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	PAPOLB	4901625	NEU	0.014288
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	MMD2	4998844	NEU	0.029607
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	SLC29A4	5322560	NEU	0.013292
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	TNRC18	5463177	NEU	0.202557
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	RNF216	5821361	NEU	0.012703
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	ZNF815P	5862790	NEU	0.013868
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	CCZ1	5938340	NEU	0.015064
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	ANKRD61	6071006	NEU	0.015347
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	EIF2AK1	6098860	NEU	0.013652
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	CYTH3	6312242	NEU	0.012717
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	DAGLB	6487643	NEU	0.014696
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	GRID2IP	6591067	NEU	0.014750
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	ZNF853	6655526	NEU	0.013684
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	ZNF316	6676952	NEU	0.012859
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	ZNF12	6746566	NEU	0.036587
chr7	5466087	5468028	intergenic|chr7:5466087-5468028	PMS2CL	6774935	NEU	0.052103
chr7	5534174	5534798	genic|chr7:5534174-5534798	RNF216	5821361	NEU	0.013655
chr7	5565522	5566022	intergenic|chr7:5565522-5566022	FBXL18	5553429	NEU	0.019177
chr7	5565522	5566022	intergenic|chr7:5565522-5566022	LOC221946	5553484	NEU	0.019177
chr7	5571025	5571961	intergenic|chr7:5571025-5571961	ACTB	5570232	NEU	0.075738
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	GNA12	2883959	NEU	0.013133
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	PAPOLB	4901625	NEU	0.019881
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	RNF216P1	5013615	NEU	0.021810
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	FBXL18	5553429	NEU	0.019756
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	LOC221946	5553484	NEU	0.019756
chr7	5595287	5596681	intergenic|chr7:5595287-5596681	ZNF853	6655526	NEU	0.020837
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	MMD2	4998844	NEU	0.016481
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	RNF216P1	5013615	NEU	0.023080
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	FSCN1	5632435	NEU	0.031941
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	RNF216	5821361	NEU	0.025976
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	ANKRD61	6071006	NEU	0.022081
chr7	5601499	5602730	intergenic|chr7:5601499-5602730	DAGLB	6487643	NEU	0.022598
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	RADIL	4923335	NEU	0.012207
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	MMD2	4998844	NEU	0.017097
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	RNF216P1	5013615	NEU	0.023942
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	FSCN1	5632435	NEU	0.033135
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	RNF216	5821361	NEU	0.026946
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	ANKRD61	6071006	NEU	0.022906
chr7	5608643	5610660	intergenic|chr7:5608643-5610660	DAGLB	6487643	NEU	0.023443
chr7	5620319	5621151	intergenic|chr7:5620319-5621151	FSCN1	5632435	NEU	0.019962
chr7	5631141	5631854	intergenic|chr7:5631141-5631854	FSCN1	5632435	NEU	0.026316
chr7	5633764	5634747	genic|chr7:5633764-5634747	FOXK1	4721929	NEU	0.019008
chr7	5633764	5634747	genic|chr7:5633764-5634747	FBXL18	5553429	NEU	0.034623
chr7	5633764	5634747	genic|chr7:5633764-5634747	LOC221946	5553484	NEU	0.034623
chr7	5633764	5634747	genic|chr7:5633764-5634747	FSCN1	5632435	NEU	0.123590
chr7	5633764	5634747	genic|chr7:5633764-5634747	RNF216	5821361	NEU	0.025830
chr7	5633764	5634747	genic|chr7:5633764-5634747	PMS2	6048737	NEU	0.022108
chr7	5633764	5634747	genic|chr7:5633764-5634747	AIMP2	6048881	NEU	0.022108
