chr1	x1	x2	chr2	y1	y2	name	score	strand1	strand2	color	score	uVarScore	lVarScore	upSign	loSign
1	71660000	71970000	1	71660000	71970000	.	.	.	.	255,255,0	1.2005686906582482	0.12161597208653954	0.07836784345174064	0.69921875	0.69921875
1	51810000	52250000	1	51810000	52250000	.	.	.	.	255,255,0	1.0094226420126466	0.10001154800737748	0.09991858775969474	0.6225296442687747	0.6620553359683794
1	63310000	63870000	1	63310000	63870000	.	.	.	.	255,255,0	1.3846316336597762	0.08260537424712702	0.11720794045991934	0.8682266009852216	0.6958128078817734
1	24420000	24960000	1	24420000	24960000	.	.	.	.	255,255,0	1.0611732874567594	0.11561130088200912	0.08406007473641731	0.6441798941798942	0.7208994708994709
1	114890000	115260000	1	114890000	115260000	.	.	.	.	255,255,0	0.8383671684726197	0.08743418585390766	0.1120511163994794	0.5152354570637119	0.5817174515235457
1	94490000	94780000	1	94490000	94780000	.	.	.	.	255,255,0	1.4347866509888259	0.10094832811821589	0.09843623812082442	0.7644444444444445	0.7377777777777778
1	241110000	241560000	1	241110000	241560000	.	.	.	.	255,255,0	0.8581586969566062	0.10098829495347206	0.09832712991799286	0.5189465543907887	0.6359769719883142
1	154580000	154910000	1	154580000	154910000	.	.	.	.	255,255,0	1.2752308682601838	0.0956536175284729	0.10356252588670728	0.740484429065744	0.7335640138408305
1	53300000	53660000	1	53300000	53660000	.	.	.	.	255,255,0	1.144463019895212	0.08823217101312153	0.11095685014786849	0.5350877192982456	0.8391812865497076
1	16360000	16720000	1	16360000	16720000	.	.	.	.	255,255,0	0.9207406801468728	0.10540434608724869	0.09374289582098967	0.564327485380117	0.6578947368421053
1	173820000	174190000	1	173820000	174190000	.	.	.	.	255,255,0	0.9231941052243815	0.09272553984877241	0.10621859326301163	0.5817174515235457	0.6371191135734072
1	240170000	240870000	1	240170000	240870000	.	.	.	.	255,255,0	1.550435805465493	0.1014619775639522	0.09720253430669984	0.8976190476190476	0.8341269841269842
1	74970000	75150000	1	74970000	75150000	.	.	.	.	255,255,0	1.0858235922471264	0.0745269959731695	0.12411376819719963	0.5	0.7222222222222222
1	239570000	239960000	1	239570000	239960000	.	.	.	.	255,255,0	0.9022895347058099	0.07706430962760827	0.12153468533212262	0.6875	0.5325
1	184020000	184670000	1	184020000	184670000	.	.	.	.	255,255,0	1.636316695430609	0.10380057365515089	0.09412134727817573	0.7768595041322314	0.9017447199265382
1	10560000	10910000	1	10560000	10910000	.	.	.	.	255,255,0	1.2402646337677474	0.09305687719539724	0.1045268473575507	0.8858024691358025	0.5216049382716049
1	64240000	64700000	1	64240000	64700000	.	.	.	.	255,255,0	1.295205530295735	0.11435283777225612	0.08317752937124734	0.5960144927536232	0.8858695652173914
1	155240000	155680000	1	155240000	155680000	.	.	.	.	255,255,0	1.3718880412472338	0.10082929660969386	0.09606079070589925	0.8517786561264822	0.6778656126482213
1	151390000	151810000	1	151390000	151810000	.	.	.	.	255,255,0	1.1731905090205372	0.08681652684582315	0.10976477953697122	0.6645021645021645	0.7683982683982684
1	110580000	111030000	1	110580000	111030000	.	.	.	.	255,255,0	1.185883565029452	0.102347537331821	0.09372571816276185	0.7334593572778828	0.6691871455576559
1	1290000	1550000	1	1290000	1550000	.	.	.	.	255,255,0	0.7499674143234163	0.09143223362537073	0.10438563161272989	0.5500392464678179	0.5076530612244898
1	71070000	71510000	1	71070000	71510000	.	.	.	.	255,255,0	1.6635635450330728	0.10312305703451684	0.0926086794912071	0.741190513833992	0.9131335968379446
1	75710000	76110000	1	75710000	76110000	.	.	.	.	255,255,0	1.5566092915341114	0.08350697351964576	0.11209660799660998	0.8952380952380953	0.7404761904761905
1	167690000	168090000	1	167690000	168090000	.	.	.	.	255,255,0	1.1112874631416974	0.09871342049229605	0.09610500356914416	0.7261904761904762	0.669047619047619
1	240900000	241660000	1	240900000	241660000	.	.	.	.	255,255,0	1.481003464059228	0.09806618178644877	0.09671278131877134	0.819838056680162	0.8765182186234818
1	173400000	173770000	1	173400000	173770000	.	.	.	.	255,255,0	1.030067518911945	0.1023513254764404	0.09193985676640415	0.6759002770083102	0.592797783933518
1	242180000	242610000	1	242180000	242610000	.	.	.	.	255,255,0	1.0317458765112288	0.0930970502798805	0.10084942469025804	0.7458677685950413	0.6177685950413223
1	51210000	51670000	1	51210000	51670000	.	.	.	.	255,255,0	0.9733992039350237	0.10199541588636613	0.09186905672947225	0.5018115942028986	0.7481884057971014
1	31190000	31400000	1	31190000	31400000	.	.	.	.	255,255,0	1.198138893190779	0.11564329859546374	0.078019875975117	0.7933884297520661	0.628099173553719
1	175340000	175830000	1	175340000	175830000	.	.	.	.	255,255,0	0.8292203285565177	0.10079279362122855	0.09270762103363847	0.5216	0.5728
1	228410000	228650000	1	228410000	228650000	.	.	.	.	255,255,0	1.0120474634637855	0.06719644960175114	0.12617497368851854	0.5576923076923077	0.6923076923076923
1	98530000	98930000	1	98530000	98930000	.	.	.	.	255,255,0	1.3940054970926585	0.0981849210260771	0.09483079999554574	0.8071428571428572	0.6928571428571428
1	225120000	225480000	1	225120000	225480000	.	.	.	.	255,255,0	1.1927454624886855	0.08787737976274757	0.10435519849782024	0.6871345029239766	0.7573099415204678
1	196330000	196620000	1	196330000	196620000	.	.	.	.	255,255,0	1.2603687660950724	0.09390501888746515	0.09816821038898876	0.6311111111111111	0.8266666666666667
1	110690000	111030000	1	110690000	111030000	.	.	.	.	255,255,0	1.0244388191631622	0.11144136017945967	0.07971293258400425	0.6045751633986928	0.6503267973856209
1	86850000	87150000	1	86850000	87150000	.	.	.	.	255,255,0	1.3145293923131702	0.09685520278692673	0.09425936956450412	0.6708333333333333	0.7708333333333334
1	21550000	21980000	1	21550000	21980000	.	.	.	.	255,255,0	1.0501806179923987	0.10056666518934246	0.08842497708802716	0.7789256198347108	0.5640495867768595
1	3370000	3550000	1	3370000	3550000	.	.	.	.	255,255,0	1.1488251781066683	0.11918882335675085	0.06963966326065531	0.7666666666666667	0.5888888888888889
1	46840000	47190000	1	46840000	47190000	.	.	.	.	255,255,0	1.6489611430269522	0.10227955802493505	0.08583884979079592	0.8549382716049383	0.8858024691358025
1	239560000	240080000	1	239560000	240080000	.	.	.	.	255,255,0	1.3114779327407367	0.08979451737908786	0.09726154571092993	0.6680911680911681	0.8789173789173789
1	174730000	174960000	1	174730000	174960000	.	.	.	.	255,255,0	1.6900449590407245	0.08785630688291199	0.0990835281299643	0.8402777777777778	0.8402777777777778
1	46050000	46700000	1	46050000	46700000	.	.	.	.	255,255,0	1.5674708987614423	0.09024445740984974	0.09639595200497231	0.7786960514233241	0.9292929292929293
1	21540000	21700000	1	21540000	21700000	.	.	.	.	255,255,0	1.0565099488172192	0.10765193301249645	0.07864577300614854	0.7083333333333334	0.5416666666666666
1	235370000	235620000	1	235370000	235620000	.	.	.	.	255,255,0	1.3258949136028768	0.11287935102326614	0.07325957646432364	0.7955903800509022	0.731190482999228
1	63300000	64000000	1	63300000	64000000	.	.	.	.	255,255,0	1.6329674365164168	0.09187745976003286	0.09335316315503989	0.8595238095238096	0.8690476190476191
1	64800000	65140000	1	64800000	65140000	.	.	.	.	255,255,0	0.8212954884484739	0.12193855169998621	0.06268557572029626	0.5522875816993464	0.5130718954248366
1	15440000	15840000	1	15440000	15840000	.	.	.	.	255,255,0	1.0815842062222316	0.09232758967613801	0.09207100821240459	0.6785714285714286	0.6976190476190476
1	32090000	32530000	1	32090000	32530000	.	.	.	.	255,255,0	1.0663742369312927	0.09524140641051874	0.0890706897258228	0.5711462450592886	0.8201581027667985
1	224300000	224590000	1	224300000	224590000	.	.	.	.	255,255,0	1.0751687228648357	0.08693351040341886	0.09667055908126562	0.6577777777777778	0.6844444444444444
1	224680000	225100000	1	224680000	225100000	.	.	.	.	255,255,0	1.4549313780561643	0.09151706673999174	0.09206520691613834	0.8722943722943723	0.7683982683982684
1	64080000	64700000	1	64080000	64700000	.	.	.	.	255,255,0	1.728747560518866	0.10305532118410088	0.08026402766024165	0.8699596774193549	0.9193548387096774
1	970000	1210000	1	970000	1210000	.	.	.	.	255,255,0	1.0786955144011565	0.08825678761844653	0.09459378527508971	0.6602564102564102	0.7243589743589743
1	240380000	240830000	1	240380000	240830000	.	.	.	.	255,255,0	1.1206198056761836	0.1032733119766099	0.07895066261108379	0.562106175173283	0.84455734089477
1	42000000	42610000	1	42000000	42610000	.	.	.	.	255,255,0	1.0570819059512093	0.09496741584056823	0.08648000049604956	0.7679500520291364	0.5993756503642039
1	184730000	185140000	1	184730000	185140000	.	.	.	.	255,255,0	1.434067343241888	0.09784557386552056	0.08336169139360099	0.8843537414965986	0.6349206349206349
1	228800000	229360000	1	228800000	229360000	.	.	.	.	255,255,0	1.7950833753035136	0.09206698251485396	0.08847816143921114	0.937192118226601	0.8657635467980296
1	111050000	111340000	1	111050000	111340000	.	.	.	.	255,255,0	1.0515259787819087	0.08116268517473216	0.09906864993807718	0.56	0.7022222222222222
1	226600000	227070000	1	226600000	227070000	.	.	.	.	255,255,0	0.9684044321168452	0.08954839042610378	0.09032161071143262	0.6579861111111112	0.5885416666666666
1	77620000	78000000	1	77620000	78000000	.	.	.	.	255,255,0	1.4660649450638124	0.09616315371147671	0.08300677672207489	0.8657894736842106	0.6710526315789473
1	50830000	51170000	1	50830000	51170000	.	.	.	.	255,255,0	1.2049032501193089	0.11252442627094938	0.06658248526794026	0.8006535947712419	0.6372549019607843
1	101370000	101760000	1	101370000	101760000	.	.	.	.	255,255,0	1.8164954629044214	0.08526799273121038	0.0936837582748701	0.8975	0.8225
1	28150000	28550000	1	28150000	28550000	.	.	.	.	255,255,0	0.9584690793087243	0.10355814005022651	0.07426323394320962	0.6214285714285714	0.6785714285714286
1	26830000	27220000	1	26830000	27220000	.	.	.	.	255,255,0	1.4965911405282297	0.08405660471621912	0.0936054963224095	0.8225	0.8725
1	111730000	111960000	1	111730000	111960000	.	.	.	.	255,255,0	1.1247581216303937	0.09608245075085653	0.0814938022104513	0.5615800865800866	0.7782467532467532
1	85760000	86160000	1	85760000	86160000	.	.	.	.	255,255,0	1.3655009936194125	0.08154802681674567	0.095651268842879	0.8595238095238096	0.5547619047619048
1	176870000	177140000	1	176870000	177140000	.	.	.	.	255,255,0	1.2397216387893484	0.10409226306250097	0.0728747573241994	0.8010204081632653	0.5867346938775511
1	53700000	53900000	1	53700000	53900000	.	.	.	.	255,255,0	1.3414243516872568	0.10603053928704109	0.07053384245791376	0.7909090909090909	0.7181818181818181
1	161760000	161990000	1	161760000	161990000	.	.	.	.	255,255,0	1.4354971404835568	0.11144043847380974	0.06510280638525603	0.7847222222222222	0.8263888888888888
1	78150000	78450000	1	78150000	78450000	.	.	.	.	255,255,0	1.070750956066544	0.06297058784941056	0.11356900810253784	0.6791666666666667	0.6541666666666667
1	160030000	160360000	1	160030000	160360000	.	.	.	.	255,255,0	1.2340994321514627	0.07477605816600226	0.10155374305566969	0.7197231833910035	0.7612456747404844
1	162810000	163290000	1	162810000	163290000	.	.	.	.	255,255,0	1.6995436030370152	0.093255232780768	0.08256075626134401	0.8483333333333334	0.9083333333333333
1	211440000	211830000	1	211440000	211830000	.	.	.	.	255,255,0	1.2856844943839767	0.09880168536356027	0.07638833447651243	0.8125	0.6925
1	160670000	160930000	1	160670000	160930000	.	.	.	.	255,255,0	0.7562990340986595	0.0795420746795602	0.09518890568333258	0.5054945054945055	0.5457875457875458
1	206850000	207150000	1	206850000	207150000	.	.	.	.	255,255,0	0.954725111938841	0.07824828328612572	0.09575304886417135	0.5401552287581699	0.7090277777777778
1	57290000	57870000	1	57290000	57870000	.	.	.	.	255,255,0	1.2703133183786597	0.09986982463199517	0.0738682567449244	0.8724137931034482	0.5942528735632184
1	229390000	229630000	1	229390000	229630000	.	.	.	.	255,255,0	1.5175411735396334	0.07986861093863973	0.09385006345328323	0.8653846153846154	0.7756410256410257
1	144930000	145090000	1	144930000	145090000	.	.	.	.	255,255,0	0.835134998250425	0.12451854319051314	0.04894656185566862	0.5972222222222222	0.5416666666666666
1	87200000	87550000	1	87200000	87550000	.	.	.	.	255,255,0	1.5051498783100823	0.08398490407349406	0.08935843024161302	0.7006172839506173	0.8611111111111112
1	116680000	117040000	1	116680000	117040000	.	.	.	.	255,255,0	1.3970242236645207	0.0910677676240231	0.08093220123918249	0.7105263157894737	0.8450292397660819
1	14430000	14910000	1	14430000	14910000	.	.	.	.	255,255,0	0.8355177841370833	0.11048111874149892	0.061217270202256695	0.5983333333333334	0.5216666666666666
1	29070000	29540000	1	29070000	29540000	.	.	.	.	255,255,0	1.2965025655851554	0.08875735938347168	0.08243527967332082	0.5086805555555556	0.9330902777777779
1	27340000	27610000	1	27340000	27610000	.	.	.	.	255,255,0	1.2030209379559187	0.10601911569887393	0.06497354883905583	0.7193877551020408	0.7704081632653061
1	222950000	223250000	1	222950000	223250000	.	.	.	.	255,255,0	1.4341858613144047	0.0987744890996052	0.07074555124693768	0.8125	0.8375
1	185280000	185640000	1	185280000	185640000	.	.	.	.	255,255,0	1.2659972935537853	0.07482994936877974	0.0946212156685805	0.6754385964912281	0.7807017543859649
1	231480000	231740000	1	231480000	231740000	.	.	.	.	255,255,0	1.3533529239460544	0.08674928027308124	0.08264213198814652	0.8076923076923077	0.7857142857142857
1	112570000	112880000	1	112570000	112880000	.	.	.	.	255,255,0	1.0912234605880524	0.0768596845013948	0.09246486670194076	0.58984375	0.75390625
1	10550000	11060000	1	10550000	11060000	.	.	.	.	255,255,0	1.8045320637569469	0.0815255326458543	0.08775624705341067	0.9304733727810651	0.9068047337278107
1	41020000	41440000	1	41020000	41440000	.	.	.	.	255,255,0	1.3349264500405686	0.08638632430991469	0.08198706826106089	0.79004329004329	0.8246753246753247
1	168580000	169060000	1	168580000	169060000	.	.	.	.	255,255,0	1.054587468591513	0.08990723742724753	0.07805222461205914	0.6783333333333333	0.6516666666666666
1	171450000	171710000	1	171450000	171710000	.	.	.	.	255,255,0	0.9971829924041651	0.08634154571521012	0.08159830475600213	0.6868131868131868	0.5659340659340659
1	182560000	182770000	1	182560000	182770000	.	.	.	.	255,255,0	1.5270631848050287	0.07970431437492831	0.08813655108429011	0.7933884297520661	0.8099173553719008
1	246170000	246630000	1	246170000	246630000	.	.	.	.	255,255,0	1.065932451179974	0.07114374979671402	0.09618991167060384	0.5090579710144928	0.8170289855072463
1	100960000	101330000	1	100960000	101330000	.	.	.	.	255,255,0	1.6159671615772901	0.08621189446057975	0.08096460870054195	0.7202216066481995	0.8975069252077562
1	12340000	12690000	1	12340000	12690000	.	.	.	.	255,255,0	1.418013448953204	0.07943074928884677	0.08735718817532215	0.8179012345679012	0.8240740740740741
1	19640000	19980000	1	19640000	19980000	.	.	.	.	255,255,0	1.4875479269511238	0.08716780326989795	0.07951875035128012	0.826797385620915	0.8660130718954249
1	172020000	172380000	1	172020000	172380000	.	.	.	.	255,255,0	1.1241629593129352	0.07978421242283432	0.08681473120083444	0.5409356725146199	0.7631578947368421
1	1680000	1830000	1	1680000	1830000	.	.	.	.	255,255,0	1.0387687808364179	0.07407164935044629	0.09225609930223932	0.578125	0.671875
1	17380000	17720000	1	17380000	17720000	.	.	.	.	255,255,0	1.5380671203420817	0.10415979184979274	0.06212136487846234	0.8333333333333334	0.8986928104575164
1	182060000	182360000	1	182060000	182360000	.	.	.	.	255,255,0	1.4615479841054517	0.09254565953176125	0.07358843766984335	0.8125	0.7958333333333333
1	165080000	165330000	1	165080000	165330000	.	.	.	.	255,255,0	1.1602826571078655	0.09618123749152768	0.06988989346803084	0.8165680473372781	0.5680473372781065
1	165600000	165880000	1	165600000	165880000	.	.	.	.	255,255,0	1.205011083207762	0.07767442969458417	0.08816434062064774	0.6428571428571429	0.7666666666666667
1	241690000	242000000	1	241690000	242000000	.	.	.	.	255,255,0	1.3443659630590927	0.08237231798426484	0.08315210388144806	0.78515625	0.82421875
1	90260000	90470000	1	90260000	90470000	.	.	.	.	255,255,0	1.5343723924312833	0.06349518209269463	0.10172551784674772	0.7181818181818183	0.8095041322314049
1	178500000	178980000	1	178500000	178980000	.	.	.	.	255,255,0	1.4342559720809365	0.07947156001905464	0.08570783357115921	0.805	0.805
1	26360000	26760000	1	26360000	26760000	.	.	.	.	255,255,0	1.1510205912165865	0.08322261043197955	0.08193398778569078	0.6404761904761904	0.8166666666666667
1	146730000	146940000	1	146730000	146940000	.	.	.	.	255,255,0	0.8832969777398475	0.08678802750536092	0.0783643407518127	0.5950413223140496	0.5619834710743802
1	117110000	117590000	1	117110000	117590000	.	.	.	.	255,255,0	1.6627427532074908	0.08880401569911023	0.07607183160695097	0.8683333333333333	0.8583333333333333
1	212220000	212570000	1	212220000	212570000	.	.	.	.	255,255,0	1.2978196128477126	0.0704425336626745	0.09251644962621262	0.7993827160493827	0.7314814814814815
1	20830000	20970000	1	20830000	20970000	.	.	.	.	255,255,0	0.9554247079723472	0.08976476734105475	0.07296827262989324	0.625	0.5535714285714286
1	197560000	197870000	1	197560000	197870000	.	.	.	.	255,255,0	0.817887882723804	0.08706704673626434	0.07564279920805739	0.57421875	0.51953125
1	203290000	203740000	1	203290000	203740000	.	.	.	.	255,255,0	1.3480979910677156	0.06823768777580123	0.09439360429481114	0.7674858223062382	0.7977315689981096
1	236270000	236670000	1	236270000	236670000	.	.	.	.	255,255,0	1.570726037659492	0.079613017669183	0.0828766096322017	0.9119047619047619	0.85
1	44670000	45130000	1	44670000	45130000	.	.	.	.	255,255,0	1.5916417349593344	0.07821948177419813	0.08364440712720167	0.8315217391304348	0.9184782608695652
1	38490000	39300000	1	38490000	39300000	.	.	.	.	255,255,0	1.846780007815788	0.07518225111436305	0.08648605288961286	0.9536149825783973	0.9226457463601615
1	202140000	202300000	1	202140000	202300000	.	.	.	.	255,255,0	1.112071231721203	0.08681076671107546	0.07362065684805774	0.6805555555555556	0.625
1	39550000	39930000	1	39550000	39930000	.	.	.	.	255,255,0	1.0767928310154025	0.0841508203523357	0.07606006869464123	0.7973684210526316	0.6289473684210526
1	2120000	2310000	1	2120000	2310000	.	.	.	.	255,255,0	1.3004546329050377	0.07400027647648999	0.08578001561588594	0.79	0.77
1	235660000	235980000	1	235660000	235980000	.	.	.	.	255,255,0	0.990374621797656	0.07592198417675157	0.08365486489462276	0.7169117647058824	0.5772058823529411
1	64720000	65290000	1	64720000	65290000	.	.	.	.	255,255,0	1.4539522029992185	0.07350329574702202	0.08594429777320846	0.9179548156956004	0.6967895362663495
1	21060000	21510000	1	21060000	21510000	.	.	.	.	255,255,0	1.6687522310926148	0.09203789441352328	0.06687354352346442	0.8695652173913043	0.9262759924385633
1	57900000	58510000	1	57900000	58510000	.	.	.	.	255,255,0	0.7242671304816403	0.0796117204732945	0.07920553298745453	0.5369406867845994	0.46618106139438087
1	18910000	19170000	1	18910000	19170000	.	.	.	.	255,255,0	1.3759500644334306	0.08342277306219545	0.07517370037080995	0.7967032967032966	0.8076923076923077
1	177920000	178260000	1	177920000	178260000	.	.	.	.	255,255,0	1.2593483947794288	0.08419009668615426	0.07396018676985991	0.8398692810457516	0.630718954248366
1	9310000	9560000	1	9310000	9560000	.	.	.	.	255,255,0	1.075337864141515	0.057220015588629394	0.1006942037011671	0.6745562130177515	0.7100591715976331
1	118060000	118350000	1	118060000	118350000	.	.	.	.	255,255,0	1.1790892840642233	0.06985310487403275	0.08802902778901575	0.7022222222222222	0.72
1	182880000	183210000	1	182880000	183210000	.	.	.	.	255,255,0	0.9291028493185839	0.10412419752199203	0.05367186621856804	0.6228373702422145	0.5259515570934256
1	99950000	100170000	1	99950000	100170000	.	.	.	.	255,255,0	1.1944809951093367	0.06108772331857534	0.09650118230059235	0.5378787878787878	0.7803030303030303
1	85410000	85720000	1	85410000	85720000	.	.	.	.	255,255,0	1.5479422549494712	0.07818699178946974	0.07919480247232003	0.72265625	0.84765625
1	11330000	11700000	1	11330000	11700000	.	.	.	.	255,255,0	1.609892402925086	0.07765449296761173	0.07924147670116255	0.8808864265927978	0.8919667590027701
1	180230000	180450000	1	180230000	180450000	.	.	.	.	255,255,0	1.4877656157935286	0.07166691342924023	0.08498662958720517	0.7453561589925226	0.8324085005903188
1	227730000	227910000	1	227730000	227910000	.	.	.	.	255,255,0	1.031431063480075	0.078744872481243	0.07779972972870061	0.6479655197603915	0.6366425597194828
1	36550000	36900000	1	36550000	36900000	.	.	.	.	255,255,0	1.5244487833317273	0.07060299593276864	0.08564149026331103	0.8302469135802469	0.8981481481481481
1	204120000	204350000	1	204120000	204350000	.	.	.	.	255,255,0	1.4672268356046363	0.07000393636983046	0.08586358825641838	0.8263888888888888	0.8263888888888888
1	7720000	8020000	1	7720000	8020000	.	.	.	.	255,255,0	1.182288396937258	0.09032289242127856	0.06517896829119589	0.7041666666666667	0.7541666666666667
1	46050000	46470000	1	46050000	46470000	.	.	.	.	255,255,0	0.9861765031565992	0.07213964868454165	0.08319567541161008	0.7813852813852814	0.5086580086580087
1	244760000	245000000	1	244760000	245000000	.	.	.	.	255,255,0	0.8567932001831433	0.08783754118763373	0.06717698468098049	0.5596590909090909	0.6168560606060607
1	31630000	32020000	1	31630000	32020000	.	.	.	.	255,255,0	0.745373084751101	0.07364903260760527	0.08014309036061874	0.5475	0.5525
1	227180000	227620000	1	227180000	227620000	.	.	.	.	255,255,0	1.3427970448350601	0.06651558116693986	0.08653166535676923	0.7529644268774703	0.8517786561264822
